percept_x1,percept_x2,object_id,object_phi_x1,object_phi_x2,cluster_id,cluster_mu_x1,cluster_mu_x2,category_id
0.655,-1.575,1,-0.524,-0.438,1,0.141,-0.253,1
0.036,-0.964,1,-0.524,-0.438,1,0.141,-0.253,1
-0.534,0.468,1,-0.524,-0.438,1,0.141,-0.253,1
-0.201,-0.855,1,-0.524,-0.438,1,0.141,-0.253,1
-0.525,0.266,1,-0.524,-0.438,1,0.141,-0.253,1
-0.39,-0.765,1,-0.524,-0.438,1,0.141,-0.253,1
-0.995,-0.374,1,-0.524,-0.438,1,0.141,-0.253,1
-0.012,-1.953,1,-0.524,-0.438,1,0.141,-0.253,1
-1.165,-0.403,1,-0.524,-0.438,1,0.141,-0.253,1
-0.888,-0.671,1,-0.524,-0.438,1,0.141,-0.253,1
-0.643,-0.164,1,-0.524,-0.438,1,0.141,-0.253,1
0.627,-1.084,1,-0.524,-0.438,1,0.141,-0.253,1
-0.532,-0.737,1,-0.524,-0.438,1,0.141,-0.253,1
-0.565,-0.03,1,-0.524,-0.438,1,0.141,-0.253,1
-0.582,-0.626,1,-0.524,-0.438,1,0.141,-0.253,1
-0.194,-0.492,1,-0.524,-0.438,1,0.141,-0.253,1
-0.925,0.514,1,-0.524,-0.438,1,0.141,-0.253,1
-1.252,0.125,1,-0.524,-0.438,1,0.141,-0.253,1
0.269,-0.168,2,-0.659,-0.558,2,-0.097,-0.028,1
-1.142,-0.455,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.727,-0.458,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.976,-0.41,2,-0.659,-0.558,2,-0.097,-0.028,1
-1.12,-0.818,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.49,-0.717,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.502,-0.476,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.789,0.128,2,-0.659,-0.558,2,-0.097,-0.028,1
0.137,-0.647,2,-0.659,-0.558,2,-0.097,-0.028,1
-1.087,-0.322,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.319,-0.665,2,-0.659,-0.558,2,-0.097,-0.028,1
-1.27,-0.252,2,-0.659,-0.558,2,-0.097,-0.028,1
-1.375,-0.84,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.011,-0.937,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.836,0.002,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.478,-1.094,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.613,-0.678,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.289,-0.736,2,-0.659,-0.558,2,-0.097,-0.028,1
-0.208,-1.159,3,-0.35,-1.197,1,0.141,-0.253,1
-0.734,-1.888,3,-0.35,-1.197,1,0.141,-0.253,1
0.04,-1.569,3,-0.35,-1.197,1,0.141,-0.253,1
-0.135,-0.548,3,-0.35,-1.197,1,0.141,-0.253,1
-0.222,-1.145,3,-0.35,-1.197,1,0.141,-0.253,1
-0.605,-1.396,3,-0.35,-1.197,1,0.141,-0.253,1
-0.801,-1.28,3,-0.35,-1.197,1,0.141,-0.253,1
-0.931,-0.651,3,-0.35,-1.197,1,0.141,-0.253,1
-0.471,-1.518,3,-0.35,-1.197,1,0.141,-0.253,1
-0.524,-0.593,3,-0.35,-1.197,1,0.141,-0.253,1
-0.322,-1.232,3,-0.35,-1.197,1,0.141,-0.253,1
-0.081,-1.084,3,-0.35,-1.197,1,0.141,-0.253,1
-0.642,-1.219,3,-0.35,-1.197,1,0.141,-0.253,1
-0.853,-0.665,3,-0.35,-1.197,1,0.141,-0.253,1
0.093,-1.058,3,-0.35,-1.197,1,0.141,-0.253,1
0.014,-2.018,3,-0.35,-1.197,1,0.141,-0.253,1
-0.891,-1.88,3,-0.35,-1.197,1,0.141,-0.253,1
-0.221,-1.576,3,-0.35,-1.197,1,0.141,-0.253,1
0.273,-0.178,4,0.43,-0.792,1,0.141,-0.253,1
-0.165,-0.871,4,0.43,-0.792,1,0.141,-0.253,1
-0.515,-0.997,4,0.43,-0.792,1,0.141,-0.253,1
-0.093,-0.191,4,0.43,-0.792,1,0.141,-0.253,1
-0.297,-0.909,4,0.43,-0.792,1,0.141,-0.253,1
0.767,-0.517,4,0.43,-0.792,1,0.141,-0.253,1
0.241,-1.66,4,0.43,-0.792,1,0.141,-0.253,1
-0.015,-1.066,4,0.43,-0.792,1,0.141,-0.253,1
0.11,-1.151,4,0.43,-0.792,1,0.141,-0.253,1
0.466,-0.753,4,0.43,-0.792,1,0.141,-0.253,1
0.985,-1.321,4,0.43,-0.792,1,0.141,-0.253,1
-0.547,-0.135,4,0.43,-0.792,1,0.141,-0.253,1
0.178,0.08,4,0.43,-0.792,1,0.141,-0.253,1
0.254,-0.766,4,0.43,-0.792,1,0.141,-0.253,1
0.282,-0.439,4,0.43,-0.792,1,0.141,-0.253,1
0.444,0.458,4,0.43,-0.792,1,0.141,-0.253,1
0.764,-0.121,4,0.43,-0.792,1,0.141,-0.253,1
0.369,-1.101,4,0.43,-0.792,1,0.141,-0.253,1
0.109,0.508,5,-0.459,0.347,2,-0.097,-0.028,1
-1.125,0.12,5,-0.459,0.347,2,-0.097,-0.028,1
-0.129,0.6,5,-0.459,0.347,2,-0.097,-0.028,1
-0.093,0.045,5,-0.459,0.347,2,-0.097,-0.028,1
-1.436,-0.024,5,-0.459,0.347,2,-0.097,-0.028,1
-1.111,-0.233,5,-0.459,0.347,2,-0.097,-0.028,1
-0.959,-0.04,5,-0.459,0.347,2,-0.097,-0.028,1
0.153,1.027,5,-0.459,0.347,2,-0.097,-0.028,1
-0.347,0.586,5,-0.459,0.347,2,-0.097,-0.028,1
-0.625,0.562,5,-0.459,0.347,2,-0.097,-0.028,1
-0.431,0.668,5,-0.459,0.347,2,-0.097,-0.028,1
-0.789,0.407,5,-0.459,0.347,2,-0.097,-0.028,1
-0.026,0.102,5,-0.459,0.347,2,-0.097,-0.028,1
-0.942,0.291,5,-0.459,0.347,2,-0.097,-0.028,1
0.058,0.794,5,-0.459,0.347,2,-0.097,-0.028,1
-0.281,0.436,5,-0.459,0.347,2,-0.097,-0.028,1
0.06,0.305,5,-0.459,0.347,2,-0.097,-0.028,1
-0.197,0.023,5,-0.459,0.347,2,-0.097,-0.028,1
-0.437,1.075,6,-1.139,0.969,3,-0.987,0.035,1
-0.34,0.933,6,-1.139,0.969,3,-0.987,0.035,1
-1.51,0.988,6,-1.139,0.969,3,-0.987,0.035,1
-1.038,1.497,6,-1.139,0.969,3,-0.987,0.035,1
-1.382,0.845,6,-1.139,0.969,3,-0.987,0.035,1
-1.568,1.201,6,-1.139,0.969,3,-0.987,0.035,1
-0.85,1.158,6,-1.139,0.969,3,-0.987,0.035,1
0.076,1.619,6,-1.139,0.969,3,-0.987,0.035,1
-0.823,0.998,6,-1.139,0.969,3,-0.987,0.035,1
-0.538,1.128,6,-1.139,0.969,3,-0.987,0.035,1
-0.511,0.521,6,-1.139,0.969,3,-0.987,0.035,1
-1.359,1.197,6,-1.139,0.969,3,-0.987,0.035,1
-1.416,1.344,6,-1.139,0.969,3,-0.987,0.035,1
-1.168,1.263,6,-1.139,0.969,3,-0.987,0.035,1
-0.894,0.813,6,-1.139,0.969,3,-0.987,0.035,1
-0.629,0.768,6,-1.139,0.969,3,-0.987,0.035,1
-0.745,1.356,6,-1.139,0.969,3,-0.987,0.035,1
